Player,Color,Opponent,PlayerElo,OpponentElo,Result,Date,UTCTime,Opening,NumMoves
player_20,White,opponent_1052,2315,2409,1-0,2025-10-01,01:36:36,Queen's Pawn Game: Symmetrical Variation,51
player_08,Black,opponent_2045,1965,1960,1-0,2025-10-01,01:36:50,"French Defense: Advance Variation, Extended Bishop Swap",73
player_01,White,opponent_1477,2115,2052,1-0,2025-10-01,01:36:52,Queen's Gambit Accepted,27
player_35,White,opponent_0349,2176,1900,1-0,2025-10-01,01:36:38,Queen's Pawn Game,65
player_32,Black,opponent_1599,2384,2299,0-1,2025-10-01,01:36:41,Owen Defense,58
player_25,White,opponent_1866,1843,1847,1-0,2025-10-01,01:37:12,Modern Defense,55
player_24,Black,opponent_1684,2249,2336,1/2-1/2,2025-10-01,01:37:06,Queen's Gambit Declined: Marshall Defense,129
player_07,Black,opponent_1425,2039,2060,1-0,2025-10-01,01:37:06,Bird Opening: Dutch Variation,61
player_36,Black,opponent_2006,1856,1866,0-1,2025-10-01,01:37:06,Pirc Defense: Byrne Variation,34
player_29,White,opponent_1814,2222,2246,0-1,2025-10-01,01:37:16,Owen Defense,76
player_02,White,opponent_2007,2127,2264,1-0,2025-10-01,01:36:58,Nimzo-Larsen Attack,75
player_40,Black,opponent_0032,2264,2127,1-0,2025-10-01,01:36:58,Nimzo-Larsen Attack,75
player_35,Black,opponent_0543,2178,1628,0-1,2025-10-01,01:37:24,Caro-Kann Defense,50
player_09,Black,opponent_1311,2255,2242,1/2-1/2,2025-10-01,01:37:24,"Ruy Lopez: Classical Variation, Zukertort Gambit",111
player_21,Black,opponent_1683,1843,1904,1-0,2025-10-01,01:37:24,Rapport-Jobava System,51
player_26,White,opponent_1639,1989,2192,1-0,2025-10-01,01:37:25,Van Geet Opening,125
player_11,White,opponent_1674,2017,1978,1-0,2025-10-01,01:37:25,Englund Gambit,77
player_14,White,opponent_0835,1990,1917,1-0,2025-10-01,01:37:27,Caro-Kann Defense,103
player_15,Black,opponent_0727,1917,1990,1-0,2025-10-01,01:37:27,Caro-Kann Defense,103
player_38,Black,opponent_1903,2016,2033,0-1,2025-10-01,01:36:53,Horwitz Defense,96
player_13,Black,opponent_1024,2263,2253,1-0,2025-10-01,01:37:32,Queen's Pawn Game: Symmetrical Variation,93
player_30,White,opponent_0263,2236,2354,0-1,2025-10-01,01:37:32,Indian Defense: Spielmann-Indian,102
player_31,Black,opponent_0489,1999,1997,1-0,2025-10-01,01:38:09,English Opening: Agincourt Defense,101
player_35,Black,opponent_1377,2178,1627,0-1,2025-10-01,01:38:10,Hungarian Opening: Slav Formation,76
player_17,White,opponent_2012,1984,2046,0-1,2025-10-01,01:37:22,"Italian Game: Classical Variation, Giuoco Pianissimo",108
player_18,White,opponent_1839,2089,2103,1-0,2025-10-01,01:37:50,Sicilian Defense: Dragon Variation,103
player_06,White,opponent_1169,2059,2046,1-0,2025-10-01,01:37:50,Saragossa Opening,111
player_20,Black,opponent_1884,2322,2313,0-1,2025-10-01,01:37:56,Queen's Pawn Game: Levitsky Attack,82
player_34,Black,opponent_0971,2179,2136,0-1,2025-10-01,01:37:35,Queen's Pawn Game,38
player_39,Black,opponent_1017,2162,2198,0-1,2025-10-01,01:37:40,Scandinavian Defense: Schiller-Pytel Variation,56
player_19,White,opponent_0269,1907,1918,0-1,2025-10-01,01:37:29,Sicilian Defense,44
player_01,Black,opponent_1477,2119,2047,0-1,2025-10-01,01:37:29,Saragossa Opening,73
player_23,Black,opponent_0266,2258,2400,0-1,2025-10-01,01:37:43,Queen's Gambit Declined: Semi-Tarrasch Defense,56
player_12,White,opponent_1411,2019,2022,0-1,2025-10-01,01:37:45,"Vienna Gambit, with Max Lange Defense",54
player_27,Black,opponent_1902,2116,2063,1-0,2025-10-01,01:38:34,"English Opening: Anglo-Indian Defense, Hedgehog System",51
player_23,White,opponent_0266,2266,2393,0-1,2025-10-01,01:38:48,"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubow Variation",84
player_33,Black,opponent_1436,2086,2053,0-1,2025-10-01,01:38:50,English Opening,66
player_03,White,opponent_0761,1937,1935,1-0,2025-10-01,01:38:50,Sicilian Defense: McDonnell Attack,88
player_16,White,opponent_1935,2268,2274,1-0,2025-10-01,01:38:50,Modern Defense: Two Knights Variation,89
player_26,Black,opponent_1639,1998,2183,1-0,2025-10-01,01:38:45,Mieses Opening,119
player_10,White,opponent_0544,1938,1912,1-0,2025-10-01,01:38:46,Queen's Gambit Declined: Marshall Defense,63
player_32,White,opponent_1599,2389,2294,0-1,2025-10-01,01:38:57,Horwitz Defense,34
player_35,White,opponent_1920,2179,1743,1-0,2025-10-01,01:38:57,Zukertort Opening: Herrstrom Gambit,55
player_28,Black,opponent_1774,1942,1917,0-1,2025-10-01,01:38:16,Sicilian Defense: Franco-Sicilian Variation,64
player_36,Black,opponent_0274,1862,1816,1-0,2025-10-01,01:38:31,Van Geet Opening,85
player_04,Black,opponent_1564,2118,2141,0-1,2025-10-01,01:38:31,"French Defense: Advance Variation, Paulsen Attack",44
player_08,White,opponent_1482,1959,1925,1/2-1/2,2025-10-01,01:39:10,English Opening: King's English Variation,119
player_19,Black,opponent_1990,1901,1911,0-1,2025-10-01,01:39:10,English Opening,52
player_34,White,opponent_1690,2184,2183,0-1,2025-10-01,01:38:38,French Defense: Advance Variation,48
player_07,Black,opponent_1883,2034,2031,0-1,2025-10-01,01:39:21,Zukertort Opening,116
player_01,White,opponent_1477,2124,2042,1-0,2025-10-01,01:39:25,Queen's Pawn Game: Modern Defense,81
player_35,White,opponent_1377,2179,1622,0-1,2025-10-01,01:39:58,English Defense,68
player_25,White,opponent_0514,1849,1822,0-1,2025-10-01,01:39:29,Caro-Kann Defense: Hillbilly Attack,56
player_38,White,opponent_1467,2022,2039,0-1,2025-10-01,01:39:29,Zukertort Opening: Old Indian Attack,68
player_40,White,opponent_0032,2256,2135,0-1,2025-10-01,01:39:29,Van't Kruijs Opening,60
player_02,Black,opponent_2007,2135,2256,0-1,2025-10-01,01:39:29,Van't Kruijs Opening,60
player_29,White,opponent_0699,2216,2224,0-1,2025-10-01,01:39:33,Four Knights Game: Scotch Variation Accepted,66
player_04,Black,opponent_1640,2124,2204,1-0,2025-10-01,01:39:44,French Defense: Exchange Variation,65
player_15,White,opponent_0727,1913,1995,0-1,2025-10-01,01:39:45,Saragossa Opening,70
player_14,Black,opponent_0835,1995,1913,0-1,2025-10-01,01:39:45,Saragossa Opening,70
player_11,Black,opponent_1674,2022,1973,1-0,2025-10-01,01:39:46,Scandinavian Defense: Mieses-Kotroc Variation,63
player_12,Black,opponent_0017,2013,2029,0-1,2025-10-01,01:39:51,Alekhine Defense,82
player_34,Black,opponent_2042,2178,2125,1-0,2025-10-01,01:39:51,Van't Kruijs Opening,81
player_20,White,opponent_1311,2328,2242,0-1,2025-10-01,01:39:59,Tarrasch Defense: Two Knights Variation,91
player_09,Black,opponent_1814,2255,2251,0-1,2025-10-01,01:40:03,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",100
player_30,White,opponent_0263,2240,2351,0-1,2025-10-01,01:40:26,Queen's Pawn Game: Colle System,64
player_18,Black,opponent_0766,2095,2052,1-0,2025-10-01,01:40:27,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",20
player_28,White,opponent_1774,1947,1911,1-0,2025-10-01,01:40:22,Zukertort Opening: Tennison Gambit,47
player_21,White,opponent_0954,1838,1825,1-0,2025-10-01,01:39:36,"Queen's Gambit Accepted: Central Variation, Alekhine System",67
player_30,Black,opponent_0263,2232,2358,0-1,2025-10-01,01:39:39,Scandinavian Defense: Mieses-Kotroc Variation,30
player_39,Black,opponent_1744,2168,2114,0-1,2025-10-01,01:39:41,Pirc Defense,54
player_17,Black,opponent_1963,1980,1912,0-1,2025-10-01,01:39:41,Caro-Kann Defense: Exchange Variation,30
player_10,Black,opponent_1891,1943,1936,0-1,2025-10-01,01:40:13,Queen's Pawn Game: Chigorin Variation,28
player_17,White,opponent_0415,1984,1982,1-0,2025-10-01,01:40:17,Sicilian Defense: Smith-Morra Gambit,79
player_27,White,opponent_1902,2110,2070,0-1,2025-10-01,01:40:33,"Modern Defense: Mongredien Defense, with Nf3",80
player_13,White,opponent_1709,2258,2250,1-0,2025-10-01,01:40:07,Queen's Pawn Game: Symmetrical Variation,91
player_26,White,opponent_1538,1995,1995,1-0,2025-10-01,01:40:08,Van Geet Opening,79
player_23,Black,opponent_0266,2262,2396,1-0,2025-10-01,01:40:19,Scandinavian Defense: Mieses-Kotroc Variation,75
player_35,Black,opponent_0349,2168,1912,0-1,2025-10-01,01:41:00,Queen's Pawn Game,48
player_32,White,opponent_0747,2381,2340,1-0,2025-10-01,01:40:50,Queen's Pawn Game,91
player_03,White,opponent_0463,1943,1968,0-1,2025-10-01,01:41:08,"Vienna Gambit, with Max Lange Defense",96
player_26,Black,opponent_1612,2001,2031,1-0,2025-10-01,01:41:04,Van't Kruijs Opening,79
player_11,White,opponent_1674,2016,1979,1/2-1/2,2025-10-01,01:41:19,Englund Gambit,111
player_36,White,opponent_0448,1851,1756,0-1,2025-10-01,01:41:19,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",56
player_33,White,opponent_0922,2091,2086,0-1,2025-10-01,01:40:41,Saragossa Opening,50
player_31,Black,opponent_1742,1993,1933,1-0,2025-10-01,01:40:44,Polish Opening,77
player_01,Black,opponent_1477,2128,2038,0-1,2025-10-01,01:41:23,Benoni Defense: Old Benoni,62
player_18,White,opponent_0911,2083,2080,0-1,2025-10-01,01:41:23,"French Defense: Rubinstein Variation, Blackburne Defense",66
player_21,White,opponent_2018,1844,1774,0-1,2025-10-01,01:41:51,Benoni Defense: Old Benoni,72
player_04,White,opponent_1939,2119,2173,0-1,2025-10-01,01:41:51,Pirc Defense,76
player_39,Black,opponent_0098,2173,2119,0-1,2025-10-01,01:41:51,Pirc Defense,76
player_10,Black,opponent_1746,1949,1944,0-1,2025-10-01,01:41:34,Van Geet Opening,68
player_19,Black,opponent_1175,1907,1939,1-0,2025-10-01,01:41:34,Zukertort Opening: Tennison Gambit,39
player_02,White,opponent_2007,2143,2249,0-1,2025-10-01,01:41:36,Hungarian Opening,44
player_40,Black,opponent_0032,2249,2143,0-1,2025-10-01,01:41:36,Hungarian Opening,44
player_18,White,opponent_0383,2089,2114,0-1,2025-10-01,01:40:47,Ruy Lopez: Classical Variation,30
player_36,White,opponent_1555,1856,1929,0-1,2025-10-01,01:40:47,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",20
player_35,White,opponent_0283,2171,1938,0-1,2025-10-01,01:41:31,Benoni Defense: Old Benoni,82
player_26,Black,opponent_1639,1996,2197,1-0,2025-10-01,01:42:09,Mieses Opening,159
player_08,Black,opponent_1356,1958,1942,1-0,2025-10-01,01:41:40,"French Defense: Exchange Variation, Monte Carlo Variation",73
player_30,Black,opponent_0263,2236,2355,1-0,2025-10-01,01:41:43,Scandinavian Defense: Mieses-Kotroc Variation,83
player_16,Black,opponent_0635,2274,2292,0-1,2025-10-01,01:41:27,Benoni Defense: Old Benoni,112
player_34,White,opponent_2035,2172,2197,0-1,2025-10-01,01:42:12,Nimzowitsch Defense: Kennedy Variation,48
player_38,White,opponent_1950,2016,2025,0-1,2025-10-01,01:41:44,Slav Defense: Exchange Variation,92
player_23,White,opponent_0266,2258,2400,0-1,2025-10-01,01:41:44,"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubow Variation",86
player_14,White,opponent_0835,1999,1908,1-0,2025-10-01,01:41:47,Caro-Kann Defense: Exchange Variation,73
player_15,Black,opponent_0727,1908,1999,1-0,2025-10-01,01:41:47,Caro-Kann Defense: Exchange Variation,73
player_12,White,opponent_0338,2019,2023,1-0,2025-10-01,01:41:47,"Pirc Defense: Austrian Attack, Weiss Variation",49
player_25,Black,opponent_1018,1843,1868,1-0,2025-10-01,01:42:22,French Defense: Rubinstein Variation,99
player_09,White,opponent_0009,2263,2371,0-1,2025-10-01,01:42:26,"Vienna Gambit, with Max Lange Defense: Pierce Gambit",26
player_07,White,opponent_1578,2039,2095,1-0,2025-10-01,01:41:55,Queen's Pawn Game,47
player_33,White,opponent_1443,2086,2101,0-1,2025-10-01,01:42:04,Saragossa Opening,70
player_17,Black,opponent_0438,1990,1980,0-1,2025-10-01,01:42:19,Scandinavian Defense: Main Line,36
player_35,White,opponent_0440,2162,1820,1-0,2025-10-01,01:42:32,Queen's Pawn Game: Symmetrical Variation,61
player_13,Black,opponent_0176,2263,2269,0-1,2025-10-01,01:42:37,Caro-Kann Defense: Goldman Variation,62
player_28,White,opponent_1454,1952,1985,0-1,2025-10-01,01:42:37,Caro-Kann Defense,54
player_37,Black,opponent_0955,1936,1925,1-0,2025-10-01,01:43:26,Alekhine Defense: Scandinavian Variation,111
player_32,Black,opponent_1789,2386,2330,1/2-1/2,2025-10-01,01:43:04,French Defense: Knight Variation,127
player_01,White,opponent_1477,2133,2034,0-1,2025-10-01,01:42:55,Dutch Defense: Staunton Gambit Accepted,54
player_27,Black,opponent_1902,2104,2076,1-0,2025-10-01,01:42:55,Nimzo-Indian Defense: Three Knights Variation,47
player_12,Black,opponent_0037,2025,2021,1-0,2025-10-01,01:43:23,Alekhine Defense,63
player_31,White,opponent_1842,1987,1999,0-1,2025-10-01,01:42:51,Scandinavian Defense,28
player_23,Black,opponent_0266,2255,2404,0-1,2025-10-01,01:43:14,Queen's Gambit Declined: Semi-Tarrasch Defense,100
player_40,White,opponent_0032,2253,2139,1-0,2025-10-01,01:42:59,Van't Kruijs Opening,117
player_02,Black,opponent_2007,2139,2253,1-0,2025-10-01,01:42:59,Van't Kruijs Opening,117
player_26,White,opponent_1639,1993,2199,0-1,2025-10-01,01:43:31,Zukertort Opening,62
player_04,White,opponent_1880,2114,2141,0-1,2025-10-01,01:43:33,Ponziani Opening,26
player_34,Black,opponent_1668,2166,2175,0-1,2025-10-01,01:43:33,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",40
player_35,Black,opponent_0283,2163,1940,0-1,2025-10-01,01:43:34,Hungarian Opening: Slav Formation,74
player_31,Black,opponent_1842,1981,2005,1-0,2025-10-01,01:43:36,Queen's Pawn Game: Colle System,63
player_08,Black,opponent_2032,1952,1934,1/2-1/2,2025-10-01,01:43:49,French Defense: Exchange Variation,127
player_30,White,opponent_0263,2232,2359,0-1,2025-10-01,01:43:51,Indian Defense: Spielmann-Indian,106
player_38,Black,opponent_1950,2011,2031,1-0,2025-10-01,01:43:51,Horwitz Defense,81
player_09,Black,opponent_0791,2257,2113,1-0,2025-10-01,01:43:15,Indian Defense,54
player_18,Black,opponent_1782,2078,2021,1-0,2025-10-01,01:43:15,"Sicilian Defense: Najdorf Variation, Opocensky Variation",53
player_35,White,opponent_0439,2166,2180,1-0,2025-10-01,01:44:36,Owen Defense: Smith Gambit,91
player_11,Black,opponent_1674,2015,1980,0-1,2025-10-01,01:43:55,Scandinavian Defense: Main Line,64
player_17,White,opponent_1380,1996,2001,1-0,2025-10-01,01:43:56,"Italian Game: Classical Variation, Giuoco Pianissimo",53
player_03,Black,opponent_1146,1938,1932,1-0,2025-10-01,01:43:40,"Queen's Pawn Game: Chigorin Variation, Shaviliuk Gambit",101
player_28,Black,opponent_0351,1947,1827,1-0,2025-10-01,01:44:09,Sicilian Defense: Smith-Morra Gambit,67
player_19,White,opponent_0647,1902,1902,0-1,2025-10-01,01:44:20,Scandinavian Defense,48
player_15,White,opponent_0727,1904,2003,0-1,2025-10-01,01:43:46,Saragossa Opening,68
player_14,Black,opponent_0835,2003,1904,0-1,2025-10-01,01:43:46,Saragossa Opening,68
player_26,Black,opponent_1988,1990,1834,1-0,2025-10-01,01:44:25,Mieses Opening,67
player_21,White,opponent_0578,1837,1748,0-1,2025-10-01,01:44:00,Mexican Defense,84
player_10,White,opponent_1625,1955,1875,1/2-1/2,2025-10-01,01:44:00,Queen's Pawn Game: Modern Defense,74
player_16,Black,opponent_1208,2280,2281,1-0,2025-10-01,01:44:00,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",125
player_33,White,opponent_0631,2080,2088,0-1,2025-10-01,01:44:23,Saragossa Opening,78
player_13,Black,opponent_0512,2269,2330,1-0,2025-10-01,01:44:31,Queen's Pawn Game: Zukertort Variation,63
player_04,Black,opponent_1252,2109,2102,1-0,2025-10-01,01:44:12,"French Defense: Advance Variation, Steinitz Variation",95
player_39,White,opponent_1485,2178,2247,0-1,2025-10-01,01:44:12,Valencia Opening,70
player_18,Black,opponent_0922,2071,2086,0-1,2025-10-01,01:44:49,"King's Indian Defense: Normal Variation, King's Knight Variation",40
player_09,White,opponent_0214,2246,2196,0-1,2025-10-01,01:44:55,Van Geet Opening: GrÇ¬nfeld Defense,90
player_26,White,opponent_0145,1982,2265,1-0,2025-10-01,01:45:28,Van Geet Opening,69
player_34,White,opponent_0844,2172,2129,1-0,2025-10-01,01:45:18,Old Indian Defense,59
player_17,Black,opponent_1732,2001,1981,0-1,2025-10-01,01:45:53,Queen's Pawn Game,98
player_02,White,opponent_2007,2135,2257,1-0,2025-10-01,01:45:36,Nimzo-Larsen Attack,81
player_40,Black,opponent_0032,2257,2135,1-0,2025-10-01,01:45:36,Nimzo-Larsen Attack,81
player_35,Black,opponent_0599,2172,1691,0-1,2025-10-01,01:45:37,Queen's Pawn Game,58
player_31,Black,opponent_1207,1976,1908,1-0,2025-10-01,01:45:38,Semi-Slav Defense: Main Line,91
player_25,Black,opponent_1980,1838,1860,1-0,2025-10-01,01:45:06,Horwitz Defense,65
player_32,Black,opponent_1065,2386,2285,0-1,2025-10-01,01:45:26,Bird Opening,94
player_12,White,opponent_0136,2019,1971,0-1,2025-10-01,01:45:26,"Queen's Pawn Game: Chigorin Variation, Irish Gambit",64
player_10,White,opponent_1416,1953,1998,0-1,2025-10-01,01:45:40,English Defense,84
player_11,White,opponent_1674,2020,1975,0-1,2025-10-01,01:45:55,Englund Gambit,30
player_23,Black,opponent_0266,2271,2388,1/2-1/2,2025-10-01,01:46:04,French Defense: Advance Variation,100
player_23,White,opponent_0266,2263,2396,1-0,2025-10-01,01:44:44,"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubow Variation",63
player_27,White,opponent_1902,2097,2082,0-1,2025-10-01,01:44:45,Modern Defense,68
player_01,Black,opponent_1477,2125,2041,0-1,2025-10-01,01:44:48,Hungarian Opening: Sicilian Invitation,46
player_18,Black,opponent_0675,2077,2203,1-0,2025-10-01,01:45:57,Benoni Defense: Old Benoni,69
player_38,White,opponent_1883,2006,2026,1-0,2025-10-01,01:46:20,Mieses Opening,131
player_30,Black,opponent_0263,2228,2362,1-0,2025-10-01,01:46:06,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",95
player_03,Black,opponent_1770,1932,1931,1-0,2025-10-01,01:46:08,Queen's Pawn Game,79
player_08,Black,opponent_0306,1952,1962,1-0,2025-10-01,01:46:12,Queen's Gambit Declined,79
player_14,White,opponent_0835,2008,1900,1-0,2025-10-01,01:45:50,Queen's Gambit Declined: Queen's Knight Variation,91
player_15,Black,opponent_0727,1900,2008,1-0,2025-10-01,01:45:50,Queen's Gambit Declined: Queen's Knight Variation,91
player_37,White,opponent_0269,1931,1928,1-0,2025-10-01,01:45:50,Indian Defense,89
player_28,Black,opponent_1281,1940,2003,0-1,2025-10-01,01:46:17,Nimzo-Larsen Attack: Indian Variation,76
player_21,Black,opponent_1567,1830,1841,0-1,2025-10-01,01:46:17,"GrÇ¬nfeld Defense: Three Knights Variation, Petrosian System",40
player_19,White,opponent_1712,1896,1887,1-0,2025-10-01,01:46:17,Modern Defense,45
player_35,White,opponent_0439,2172,2165,1-0,2025-10-01,01:46:39,Owen Defense: Smith Gambit,45
player_05,White,opponent_1834,1973,450,1-0,2025-10-01,01:46:39,Four Knights Game: Scotch Variation Accepted,15
player_22,Black,opponent_0706,2226,2322,1-0,2025-10-01,01:46:41,French Defense: Exchange Variation,67
player_16,White,opponent_0191,2274,2384,1-0,2025-10-01,01:46:42,French Defense: Knight Variation,71
player_13,White,opponent_0326,2264,2204,0-1,2025-10-01,01:46:42,Slav Defense: Exchange Variation,98
player_33,Black,opponent_0631,2075,2093,0-1,2025-10-01,01:46:44,Barnes Defense,116
player_11,Black,opponent_1674,2014,1981,0-1,2025-10-01,01:47:07,Scandinavian Defense: Main Line,74
player_01,White,opponent_1477,2130,2037,1-0,2025-10-01,01:46:46,Indian Defense: Omega Gambit,57
player_04,White,opponent_0856,2104,2157,0-1,2025-10-01,01:46:25,Ponziani Opening: Ponziani Countergambit,42
player_19,Black,opponent_1992,1902,1935,1-0,2025-10-01,01:47:01,Zukertort Opening: Arctic Defense,69
player_34,Black,opponent_2042,2177,2121,1-0,2025-10-01,01:46:57,Van't Kruijs Opening,79
player_39,Black,opponent_0602,2174,2169,1-0,2025-10-01,01:46:28,Pirc Defense,41
player_26,Black,opponent_0145,1992,2256,1-0,2025-10-01,01:46:30,Queen's Gambit Declined: Charousek Variation,93
player_27,Black,opponent_1902,2091,2088,1-0,2025-10-01,01:47:12,"Nimzo-Indian Defense: Normal Variation, SÇÏmisch Deferred",69
player_12,Black,opponent_1964,2013,1987,1-0,2025-10-01,01:47:14,Petrov's Defense: Stafford Gambit,73
player_35,Black,opponent_1451,2178,2013,1-0,2025-10-01,01:47:25,Zukertort Opening: Tennison Gambit,65
player_09,White,opponent_0629,2237,2053,1-0,2025-10-01,01:47:26,Alekhine Defense,47
player_07,Black,opponent_0096,2046,1908,1/2-1/2,2025-10-01,01:48:03,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",58
player_04,Black,opponent_0662,2099,2036,0-1,2025-10-01,01:47:54,French Defense: King's Indian Attack,44
